Item name,Variations,Option set 1,Option 1,Option set 2,Option 2,Option set 3,Option 3,Option set 4,Option 4,Is variation visible? (Yes/No),Price,Cost price,Variable price? (Yes/No),Tax rate (%),On sale in Online Store?,Regular price (before sale),Set up different prices and VAT for takeaway,Takeaway price,Takeaway tax rate,Unit,Track inventory? (Yes/No),Quantity,Low stock threshold,SKU,Barcode,Modifiers,Description (Online Store and Invoices only),Category,Display item at Checkout? (Yes/No),Display colour in POS checkout,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Display item in Online Store? (Yes/No),SEO title (Online Store only),SEO description (Online Store only),Shipping weight [kg] (Online Store only),Display service in Bookings? (Yes/No),Duration [minutes] (Bookings only),Location [business/customer] (Bookings only),Item id (Do not change),Variant id (Do not change)
Lot 10 raccords multicouche Ø16 M15x21 EQUATION – Réf. 84851120,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84851120,,,À fournir par le client - Leroy Merlin - Réf. 84851120,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Raccord multicouche M15x21 x Ø20 – Réf. 84851057,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84851057,,,À fournir par le client - Leroy Merlin - Réf. 84851057,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Raccord multicouche F15x21 x Ø20 – Réf. 84851055,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84851055,,,À fournir par le client - Leroy Merlin - Réf. 84851055,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Lot 10 raccords multicouche Ø20 F20x27 EQUATION – Réf. 84851123,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84851123,,,À fournir par le client - Leroy Merlin - Réf. 84851123,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Lot 10 colliers fixation multicouche Ø20 EQUATION – Réf. 84851048,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84851048,,,À fournir par le client - Leroy Merlin - Réf. 84851048,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Collecteur 3 voies multicouche 20x27 EQUATION – Réf. 93904300,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-93904300,,,À fournir par le client - Leroy Merlin - Réf. 93904300,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Coupe-tube PER/multicouche 42 mm – Réf. 70174433,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70174433,,,À fournir par le client - Leroy Merlin - Réf. 70174433,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Enduit à joint SEMIN CE78 180 min 20 kg – Réf. 80176510,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80176510,,,À fournir par le client - Leroy Merlin - Réf. 80176510,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Enduit à joint AXTON Fassajoint 8h 25 kg – Réf. 70246813,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70246813,,,À fournir par le client - Leroy Merlin - Réf. 70246813,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Enduit à joint PLACO Placojoint GDX 25 kg – Réf. 88132958,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88132958,,,À fournir par le client - Leroy Merlin - Réf. 88132958,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Enduit à joint PLACO Placojoint GDX 5 kg – Réf. 89153214,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-89153214,,,À fournir par le client - Leroy Merlin - Réf. 89153214,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Bande à joint AXTON 45 mm x 45 m – Réf. 88279383,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88279383,,,À fournir par le client - Leroy Merlin - Réf. 88279383,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Bande à joint grillagée AXTON 45 mm x 90 m – Réf. 86408382,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86408382,,,À fournir par le client - Leroy Merlin - Réf. 86408382,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Bande à joint fibre de verre AXTON 45 mm x 45 m – Réf. 88279387,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88279387,,,À fournir par le client - Leroy Merlin - Réf. 88279387,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Bande à joint grillagée AXTON 45 mm x 20 m – Réf. 86408380,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86408380,,,À fournir par le client - Leroy Merlin - Réf. 86408380,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Bande à joint fibre de verre AXTON 45 mm x 45 m – Réf. 86408385,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86408385,,,À fournir par le client - Leroy Merlin - Réf. 86408385,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Bande à joint papier TOUPRET 50 mm x 153 m – Réf. 83325275,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-83325275,,,À fournir par le client - Leroy Merlin - Réf. 83325275,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
1000 vis plaque de plâtre STANDERS 3.5x25 – Réf. 82222858,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82222858,,,À fournir par le client - Leroy Merlin - Réf. 82222858,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
30 vis plaque de plâtre STANDERS 3.5x25 – Réf. 82222838,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82222838,,,À fournir par le client - Leroy Merlin - Réf. 82222838,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Enduit à joint hydro PLACO Placojoint PR Hydro 10 kg – Réf. 88158977,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88158977,,,À fournir par le client - Leroy Merlin - Réf. 88158977,Fournitures client - Carrelage,Yes,,,,,,,,,No,,,,No,,,,
Dalle OSB3 KRONOSPAN 18 mm 205x62.5 cm – Réf. 82645826,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82645826,,,À fournir par le client - Leroy Merlin - Réf. 82645826,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Panneau OSB3 KRONOSPAN 18 mm 250x125 cm – Réf. 98220538,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-98220538,,,À fournir par le client - Leroy Merlin - Réf. 98220538,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Dalle OSB3 KRONOSPAN 15 mm 205x62.5 cm – Réf. 19095790,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-19095790,,,À fournir par le client - Leroy Merlin - Réf. 19095790,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Dalle OSB3 épicéa 18 mm 205x67.5 cm – Réf. 70348341,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70348341,,,À fournir par le client - Leroy Merlin - Réf. 70348341,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Dalle OSB3 SWISS KRONO 22 mm 250x67.5 cm – Réf. 70257453,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70257453,,,À fournir par le client - Leroy Merlin - Réf. 70257453,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Panneau OSB3 18 mm 250x125 cm – Réf. 67764186,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67764186,,,À fournir par le client - Leroy Merlin - Réf. 67764186,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Dalle plancher OSB KRONOSPAN 18 mm 250x62.5 cm – Réf. 97667945,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-97667945,,,À fournir par le client - Leroy Merlin - Réf. 97667945,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Dalle OSB3 22 mm 205x67.5 cm – Réf. 70348355,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70348355,,,À fournir par le client - Leroy Merlin - Réf. 70348355,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Sous-couche plaque de plâtre LUXENS 10 L – Réf. 73031595,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73031595,,,À fournir par le client - Leroy Merlin - Réf. 73031595,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Sous-couche plaque de plâtre LUXENS 10 L premium – Réf. 73031672,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73031672,,,À fournir par le client - Leroy Merlin - Réf. 73031672,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Sous-couche façade LUXENS 10 L – Réf. 85063440,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85063440,,,À fournir par le client - Leroy Merlin - Réf. 85063440,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Sous-couche façade LUXENS blanc grisé 10 L – Réf. 67183151,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67183151,,,À fournir par le client - Leroy Merlin - Réf. 67183151,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Sous-couche universelle LUXENS 10 L – Réf. 73031784,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73031784,,,À fournir par le client - Leroy Merlin - Réf. 73031784,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Sous-couche universelle LUXENS 12 L promo – Réf. 73031791,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73031791,,,À fournir par le client - Leroy Merlin - Réf. 73031791,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Enduit de lissage poudre AXTON 5 kg – Réf. 84173427,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84173427,,,À fournir par le client - Leroy Merlin - Réf. 84173427,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Enduit de rebouchage poudre AXTON 5 kg – Réf. 84173415,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84173415,,,À fournir par le client - Leroy Merlin - Réf. 84173415,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Enduit de lissage poudre AXTON 5 kg - ancienne réf – Réf. 73064222,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73064222,,,À fournir par le client - Leroy Merlin - Réf. 73064222,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Enduit de lissage pâte AXTON blanc 5 kg – Réf. 73081904,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73081904,,,À fournir par le client - Leroy Merlin - Réf. 73081904,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 67°30 F/M Ø40 GIRPI – Réf. 62676026,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62676026,,,À fournir par le client - Leroy Merlin - Réf. 62676026,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 45° F/F Ø40 GIRPI – Réf. 56032501,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56032501,,,À fournir par le client - Leroy Merlin - Réf. 56032501,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 45° F/M Ø32 GIRPI – Réf. 56031360,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031360,,,À fournir par le client - Leroy Merlin - Réf. 56031360,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 22°30 F/F Ø40 GIRPI – Réf. 56175063,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56175063,,,À fournir par le client - Leroy Merlin - Réf. 56175063,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 45° F/F Ø32 GIRPI – Réf. 56032494,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56032494,,,À fournir par le client - Leroy Merlin - Réf. 56032494,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Manchon PVC F/F Ø32 GIRPI – Réf. 56031416,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031416,,,À fournir par le client - Leroy Merlin - Réf. 56031416,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Té PVC 87°30 F/F Ø40 GIRPI – Réf. 56032564,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56032564,,,À fournir par le client - Leroy Merlin - Réf. 56032564,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Culotte PVC 45° F/F Ø100 GIRPI – Réf. 69191570,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69191570,,,À fournir par le client - Leroy Merlin - Réf. 69191570,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 87°3 F/M Ø100 GIRPI – Réf. 69191521,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69191521,,,À fournir par le client - Leroy Merlin - Réf. 69191521,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Té PVC 87°30 F/F Ø100 GIRPI – Réf. 64923936,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-64923936,,,À fournir par le client - Leroy Merlin - Réf. 64923936,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 22°30 F/F Ø100 GIRPI – Réf. 69191556,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69191556,,,À fournir par le client - Leroy Merlin - Réf. 69191556,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 45° F/M Ø50 GIRPI – Réf. 56178815,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56178815,,,À fournir par le client - Leroy Merlin - Réf. 56178815,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Réduction incorporée PVC F/M Ø40/32 GIRPI – Réf. 56031465,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031465,,,À fournir par le client - Leroy Merlin - Réf. 56031465,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Manchon PVC F/F Ø50 GIRPI – Réf. 56178836,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56178836,,,À fournir par le client - Leroy Merlin - Réf. 56178836,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 22°30 F/M Ø32 GIRPI – Réf. 61633663,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-61633663,,,À fournir par le client - Leroy Merlin - Réf. 61633663,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 87°3 F/F Ø50 GIRPI – Réf. 56178976,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56178976,,,À fournir par le client - Leroy Merlin - Réf. 56178976,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 22°30 F/M Ø100 GIRPI – Réf. 69191542,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69191542,,,À fournir par le client - Leroy Merlin - Réf. 69191542,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Réduction excentrée PVC F/M Ø40/32 GIRPI – Réf. 56031451,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031451,,,À fournir par le client - Leroy Merlin - Réf. 56031451,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Té pied-de-biche PVC 87°30 F/F Ø40 GIRPI – Réf. 56175091,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56175091,,,À fournir par le client - Leroy Merlin - Réf. 56175091,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 67°30 F/M Ø32 GIRPI – Réf. 62675683,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62675683,,,À fournir par le client - Leroy Merlin - Réf. 62675683,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Culotte PVC 45° F/M Ø40 GIRPI – Réf. 56031724,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031724,,,À fournir par le client - Leroy Merlin - Réf. 56031724,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Réduction excentrée PVC F/M Ø50/40 GIRPI – Réf. 56031675,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031675,,,À fournir par le client - Leroy Merlin - Réf. 56031675,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Té PVC 87°30 F/M Ø100 GIRPI – Réf. 69191535,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69191535,,,À fournir par le client - Leroy Merlin - Réf. 69191535,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Té PVC 87°30 F/M Ø40 GIRPI – Réf. 56031745,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031745,,,À fournir par le client - Leroy Merlin - Réf. 56031745,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 45° F/F Ø50 GIRPI – Réf. 56178871,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56178871,,,À fournir par le client - Leroy Merlin - Réf. 56178871,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Coude PVC 22°30 F/F Ø32 GIRPI – Réf. 56174965,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56174965,,,À fournir par le client - Leroy Merlin - Réf. 56174965,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Té PVC 87°30 F/F Ø32 GIRPI – Réf. 56032550,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56032550,,,À fournir par le client - Leroy Merlin - Réf. 56032550,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Manchon PVC F/F Ø40 GIRPI – Réf. 70076286,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70076286,,,À fournir par le client - Leroy Merlin - Réf. 70076286,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Culotte PVC 45° F/F Ø40 GIRPI – Réf. 56032543,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56032543,,,À fournir par le client - Leroy Merlin - Réf. 56032543,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Manchette PVC F/F Ø40 GIRPI – Réf. 67637906,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67637906,,,À fournir par le client - Leroy Merlin - Réf. 67637906,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Réduction incorporée PVC F/M Ø50/40 GIRPI – Réf. 56175231,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56175231,,,À fournir par le client - Leroy Merlin - Réf. 56175231,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bouchon PVC mâle Ø40 GIRPI – Réf. 56031633,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-56031633,,,À fournir par le client - Leroy Merlin - Réf. 56031633,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 10A monophasé – Réf. 60018602,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-60018602,,,À fournir par le client - Leroy Merlin - Réf. 60018602,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 20A monophasé – Réf. 60018623,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-60018623,,,À fournir par le client - Leroy Merlin - Réf. 60018623,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 16A monophasé – Réf. 60018616,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-60018616,,,À fournir par le client - Leroy Merlin - Réf. 60018616,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 10A automatique – Réf. 70661122,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70661122,,,À fournir par le client - Leroy Merlin - Réf. 70661122,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 2A monophasé – Réf. 60018595,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-60018595,,,À fournir par le client - Leroy Merlin - Réf. 60018595,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 16A automatique – Réf. 70661136,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70661136,,,À fournir par le client - Leroy Merlin - Réf. 70661136,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 20A automatique – Réf. 70661143,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70661143,,,À fournir par le client - Leroy Merlin - Réf. 70661143,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 2A automatique – Réf. 70661115,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70661115,,,À fournir par le client - Leroy Merlin - Réf. 70661115,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 5 disjoncteurs Legrand 10A automatiques – Réf. 82249185,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82249185,,,À fournir par le client - Leroy Merlin - Réf. 82249185,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 5 disjoncteurs Legrand 16A automatiques – Réf. 82249186,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82249186,,,À fournir par le client - Leroy Merlin - Réf. 82249186,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 5 disjoncteurs Legrand 20A automatiques – Réf. 82249187,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82249187,,,À fournir par le client - Leroy Merlin - Réf. 82249187,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 32A automatique – Réf. 70661150,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70661150,,,À fournir par le client - Leroy Merlin - Réf. 70661150,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 16A autre version – Réf. 79917803,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-79917803,,,À fournir par le client - Leroy Merlin - Réf. 79917803,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 10A autre version – Réf. 79917796,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-79917796,,,À fournir par le client - Leroy Merlin - Réf. 79917796,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 20A autre version – Réf. 79917810,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-79917810,,,À fournir par le client - Leroy Merlin - Réf. 79917810,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Disjoncteur Legrand DNX3 45A – Réf. 82204151,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82204151,,,À fournir par le client - Leroy Merlin - Réf. 82204151,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Kit imperméabilisation AXTON 4 m² – Réf. 67442396,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67442396,,,À fournir par le client - Leroy Merlin - Réf. 67442396,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Kit imperméabilisation AXTON 8 kg – Réf. 67442403,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67442403,,,À fournir par le client - Leroy Merlin - Réf. 67442403,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Enduit imperméabilisation AXTON 7 kg – Réf. 67442375,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67442375,,,À fournir par le client - Leroy Merlin - Réf. 67442375,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Kit imperméabilisation mur sol angle AXTON 7 kg – Réf. 88318426,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88318426,,,À fournir par le client - Leroy Merlin - Réf. 88318426,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Enduit imperméabilisation AXTON 3 kg – Réf. 69150011,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69150011,,,À fournir par le client - Leroy Merlin - Réf. 69150011,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Enduit imperméabilisation mur et sol AXTON 7 kg – Réf. 88318424,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88318424,,,À fournir par le client - Leroy Merlin - Réf. 88318424,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Kit imperméabilisation mur sol angle AXTON 3 kg – Réf. 88318425,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88318425,,,À fournir par le client - Leroy Merlin - Réf. 88318425,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Mastic étanchéité cuisine bain AXTON transparent 280 ml – Réf. 83983092,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-83983092,,,À fournir par le client - Leroy Merlin - Réf. 83983092,Fournitures client - Étanchéité,Yes,,,,,,,,,No,,,,No,,,,
Mastic étanchéité cuisine bain AXTON blanc 60 ml – Réf. 82291456,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82291456,,,À fournir par le client - Leroy Merlin - Réf. 82291456,Fournitures client - Étanchéité,Yes,,,,,,,,,No,,,,No,,,,
Mastic étanchéité cuisine bain AXTON blanc 2x280 ml – Réf. 82291472,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82291472,,,À fournir par le client - Leroy Merlin - Réf. 82291472,Fournitures client - Étanchéité,Yes,,,,,,,,,No,,,,No,,,,
