Item name,Variations,Option set 1,Option 1,Option set 2,Option 2,Option set 3,Option 3,Option set 4,Option 4,Is variation visible? (Yes/No),Price,Cost price,Variable price? (Yes/No),Tax rate (%),On sale in Online Store?,Regular price (before sale),Set up different prices and VAT for takeaway,Takeaway price,Takeaway tax rate,Unit,Track inventory? (Yes/No),Quantity,Low stock threshold,SKU,Barcode,Modifiers,Description (Online Store and Invoices only),Category,Display item at Checkout? (Yes/No),Display colour in POS checkout,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Display item in Online Store? (Yes/No),SEO title (Online Store only),SEO description (Online Store only),Shipping weight [kg] (Online Store only),Display service in Bookings? (Yes/No),Duration [minutes] (Bookings only),Location [business/customer] (Bookings only),Item id (Do not change),Variant id (Do not change)
Bloc-porte Isoplane 63 gauche huisserie 65 – Réf. 4040862,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-4040862,,,À fournir par le client - Leroy Merlin - Réf. 4040862,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Atelier vitrée 93 + rail Indus – Réf. 96958412,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-96958412,,,À fournir par le client - Leroy Merlin - Réf. 96958412,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Lali 83 + rail Yumbo blanc – Réf. 87425246,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87425246,,,À fournir par le client - Leroy Merlin - Réf. 87425246,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bloc-porte Isoplane 63 droit huisserie 65 – Réf. 4040855,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-4040855,,,À fournir par le client - Leroy Merlin - Réf. 4040855,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Lali 73 + rail Yumbo blanc – Réf. 87425245,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87425245,,,À fournir par le client - Leroy Merlin - Réf. 87425245,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Atelier vitrée 73 + rail Indus – Réf. 96958414,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-96958414,,,À fournir par le client - Leroy Merlin - Réf. 96958414,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Madrid vitrée 83 + rail Yumbo – Réf. 87422581,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87422581,,,À fournir par le client - Leroy Merlin - Réf. 87422581,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bloc-porte postformé 83 gauche huisserie 65 – Réf. 66738511,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66738511,,,À fournir par le client - Leroy Merlin - Réf. 66738511,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Zélie vitrée 73 + rail Grapho – Réf. 96958373,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-96958373,,,À fournir par le client - Leroy Merlin - Réf. 96958373,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Zélie vitrée 83 + rail Grapho – Réf. 96958372,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-96958372,,,À fournir par le client - Leroy Merlin - Réf. 96958372,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bloc-porte Madrid 2 MDF 73 gauche – Réf. 73733590,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73733590,,,À fournir par le client - Leroy Merlin - Réf. 73733590,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Porte coulissante Madrid vitrée 73 + rail Yumbo – Réf. 87422583,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87422583,,,À fournir par le client - Leroy Merlin - Réf. 87422583,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bloc-porte acoustique Plénitude 73 gauche – Réf. 63024780,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-63024780,,,À fournir par le client - Leroy Merlin - Réf. 63024780,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Kit porte Atelier ARTENS 83 + rail Yumbo noir – Réf. 86677318,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86677318,,,À fournir par le client - Leroy Merlin - Réf. 86677318,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bloc-porte fin chantier Madrid 2 MDF 83 gauche – Réf. 73733646,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-73733646,,,À fournir par le client - Leroy Merlin - Réf. 73733646,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Galandage ECLISSE Unique 100 prémonté 83 – Réf. 70768810,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70768810,,,À fournir par le client - Leroy Merlin - Réf. 70768810,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Galandage ECLISSE Unique 100 à monter 123 – Réf. 70768775,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70768775,,,À fournir par le client - Leroy Merlin - Réf. 70768775,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Galandage ECLISSE Unique 100 prémonté 73 – Réf. 70768726,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70768726,,,À fournir par le client - Leroy Merlin - Réf. 70768726,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Galandage ECLISSE Unique 100 à monter 63 – Réf. 70768866,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70768866,,,À fournir par le client - Leroy Merlin - Réf. 70768866,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Galandage ECLISSE Unique 100 à monter 93 – Réf. 70768845,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70768845,,,À fournir par le client - Leroy Merlin - Réf. 70768845,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Galandage ECLISSE Unique 100 prémonté 93 – Réf. 70768740,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70768740,,,À fournir par le client - Leroy Merlin - Réf. 70768740,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Plaque simple Dooxie blanc – Réf. 80164942,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164942,,,À fournir par le client - Leroy Merlin - Réf. 80164942,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Prise Dooxie blanc à composer – Réf. 80165104,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165104,,,À fournir par le client - Leroy Merlin - Réf. 80165104,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Plaque simple Dooxie noir velours – Réf. 80164953,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164953,,,À fournir par le client - Leroy Merlin - Réf. 80164953,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Plaque quadruple Dooxie blanc – Réf. 80164945,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164945,,,À fournir par le client - Leroy Merlin - Réf. 80164945,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Plaque double Dooxie noir velours – Réf. 80164954,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164954,,,À fournir par le client - Leroy Merlin - Réf. 80164954,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Prise TV passante Dooxie blanc – Réf. 80165119,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165119,,,À fournir par le client - Leroy Merlin - Réf. 80165119,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 20 plaques Dooxie blanc – Réf. 92016341,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-92016341,,,À fournir par le client - Leroy Merlin - Réf. 92016341,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Plaque triple Dooxie noir velours – Réf. 80164955,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164955,,,À fournir par le client - Leroy Merlin - Réf. 80164955,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Interrupteur va-et-vient Dooxie noir – Réf. 80165048,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165048,,,À fournir par le client - Leroy Merlin - Réf. 80165048,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Interrupteur va-et-vient Dooxie blanc – Réf. 80164986,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164986,,,À fournir par le client - Leroy Merlin - Réf. 80164986,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 6 interrupteurs va-et-vient Dooxie blanc – Réf. 80165043,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165043,,,À fournir par le client - Leroy Merlin - Réf. 80165043,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Double interrupteur va-et-vient Dooxie noir – Réf. 80165063,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165063,,,À fournir par le client - Leroy Merlin - Réf. 80165063,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 5 interrupteurs va-et-vient Dooxie blanc – Réf. 80164984,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164984,,,À fournir par le client - Leroy Merlin - Réf. 80164984,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 10 prises Dooxie blanc à composer – Réf. 78923895,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-78923895,,,À fournir par le client - Leroy Merlin - Réf. 78923895,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 5 prises terre complètes Dooxie blanc – Réf. 80164985,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164985,,,À fournir par le client - Leroy Merlin - Réf. 80164985,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Plaque simple Dooxie aluminium – Réf. 80164949,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164949,,,À fournir par le client - Leroy Merlin - Réf. 80164949,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Interrupteur Dooxie blanc va-et-vient à voyant – Réf. 80165055,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165055,,,À fournir par le client - Leroy Merlin - Réf. 80165055,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Lot 10 interrupteurs Dooxie va-et-vient blanc – Réf. 78923893,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-78923893,,,À fournir par le client - Leroy Merlin - Réf. 78923893,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Interrupteur va-et-vient + poussoir Dooxie blanc – Réf. 80165052,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165052,,,À fournir par le client - Leroy Merlin - Réf. 80165052,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Prise Dooxie aluminium à composer – Réf. 80165105,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165105,,,À fournir par le client - Leroy Merlin - Réf. 80165105,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Prise Dooxie blanc autre version – Réf. 80165107,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165107,,,À fournir par le client - Leroy Merlin - Réf. 80165107,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Poussoir Dooxie noir à assembler – Réf. 80165066,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165066,,,À fournir par le client - Leroy Merlin - Réf. 80165066,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL panneau 100 mm 1.35x0.6 m – Réf. 82140162,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82140162,,,À fournir par le client - Leroy Merlin - Réf. 82140162,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL panneau 75 mm 1.35x0.6 m – Réf. 82140148,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82140148,,,À fournir par le client - Leroy Merlin - Réf. 82140148,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre ISOVER GR32 kraft 100 mm 2.7x1.2 m – Réf. 67630556,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67630556,,,À fournir par le client - Leroy Merlin - Réf. 67630556,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre ISOVER Par Phonic 70 mm 12 m² – Réf. 76410670,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-76410670,,,À fournir par le client - Leroy Merlin - Réf. 76410670,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre URSA Pure 32 120 mm 2.7x1.2 m – Réf. 68253696,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68253696,,,À fournir par le client - Leroy Merlin - Réf. 68253696,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Rockfaçade 100 mm 1.35x0.6 m – Réf. 69205556,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69205556,,,À fournir par le client - Leroy Merlin - Réf. 69205556,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Firerock 50 mm 1x0.6 m – Réf. 69466712,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69466712,,,À fournir par le client - Leroy Merlin - Réf. 69466712,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Mbrock 120 mm 1.35x0.36 m – Réf. 68398883,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68398883,,,À fournir par le client - Leroy Merlin - Réf. 68398883,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre KNAUF comble 035 nu 100 mm 7.4x1.2 m – Réf. 70511602,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70511602,,,À fournir par le client - Leroy Merlin - Réf. 70511602,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre URSA 45 mm 2 rouleaux 16.2x0.6 m – Réf. 77953386,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-77953386,,,À fournir par le client - Leroy Merlin - Réf. 77953386,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Mbrock 145 mm 1.35x0.56 m – Réf. 68398953,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68398953,,,À fournir par le client - Leroy Merlin - Réf. 68398953,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Rockfaçade 70 mm 1.35x0.6 m – Réf. 69205423,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69205423,,,À fournir par le client - Leroy Merlin - Réf. 69205423,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre KNAUF comble aménagé kraft 240 mm 2.6x1.2 m – Réf. 91910417,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91910417,,,À fournir par le client - Leroy Merlin - Réf. 91910417,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Mbrock 145 mm 1.35x0.36 m – Réf. 68398946,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68398946,,,À fournir par le client - Leroy Merlin - Réf. 68398946,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre KNAUF comble 040 nu 100 mm 8.3x1.2 m – Réf. 69955242,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69955242,,,À fournir par le client - Leroy Merlin - Réf. 69955242,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Rocksol Expert 30 mm 1.2x0.6 m – Réf. 68399072,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68399072,,,À fournir par le client - Leroy Merlin - Réf. 68399072,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de verre URSA Pure 35 200 mm 3x1.2 m – Réf. 68253654,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68253654,,,À fournir par le client - Leroy Merlin - Réf. 68253654,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Rockmur 100 mm 1.35x0.6 m – Réf. 68398981,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68398981,,,À fournir par le client - Leroy Merlin - Réf. 68398981,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Laine de roche ROCKWOOL Rockfaçade 80 mm 1.35x0.6 m – Réf. 69205465,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69205465,,,À fournir par le client - Leroy Merlin - Réf. 69205465,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Kit VMC ALDES EasyHome Auto + Colorline – Réf. 90685489,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-90685489,,,À fournir par le client - Leroy Merlin - Réf. 90685489,Fournitures client - VMC / Ventilation,Yes,,,,,,,,,No,,,,No,,,,
Bouche VMC ALDES Bio carrée Ø80 – Réf. 82557396,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82557396,,,À fournir par le client - Leroy Merlin - Réf. 82557396,Fournitures client - VMC / Ventilation,Yes,,,,,,,,,No,,,,No,,,,
Bouche VMC ALDES hygro salle de bain Ø80 – Réf. 99394707,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-99394707,,,À fournir par le client - Leroy Merlin - Réf. 99394707,Fournitures client - VMC / Ventilation,Yes,,,,,,,,,No,,,,No,,,,
Kit VMC ALDES EasyHome Autosens – Réf. 84376620,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84376620,,,À fournir par le client - Leroy Merlin - Réf. 84376620,Fournitures client - VMC / Ventilation,Yes,,,,,,,,,No,,,,No,,,,
Plaque ALDES ColorLINE transparente – Réf. 80125396,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125396,,,À fournir par le client - Leroy Merlin - Réf. 80125396,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Kit grille ventilation ALDES ColorLINE Ø125 blanc – Réf. 80136720,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80136720,,,À fournir par le client - Leroy Merlin - Réf. 80136720,Fournitures client - VMC / Ventilation,Yes,,,,,,,,,No,,,,No,,,,
Membrane pare-vapeur ISOVER STOPVAP 30 m² – Réf. 97276304,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-97276304,,,À fournir par le client - Leroy Merlin - Réf. 97276304,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Pare-vapeur translucide 20x1.5 m – Réf. 84127154,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84127154,,,À fournir par le client - Leroy Merlin - Réf. 84127154,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Rouleau pare-vapeur SEMIN 1.5x25 m – Réf. 68256454,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68256454,,,À fournir par le client - Leroy Merlin - Réf. 68256454,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Chape bitume aluminium 1x8 m – Réf. 65175173,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-65175173,,,À fournir par le client - Leroy Merlin - Réf. 65175173,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chape bitume 50 TV aluminium 1x8 m – Réf. 61647075,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-61647075,,,À fournir par le client - Leroy Merlin - Réf. 61647075,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bardeau rouleau rouge ASPHALTCO 1x7.5 m – Réf. 63245672,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-63245672,,,À fournir par le client - Leroy Merlin - Réf. 63245672,Fournitures client - Peinture / Enduit,Yes,,,,,,,,,No,,,,No,,,,
Membrane toiture plate SOPREMA 1x10 m – Réf. 88942446,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88942446,,,À fournir par le client - Leroy Merlin - Réf. 88942446,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bardeau bitume noir IKO 1x8 m – Réf. 91945540,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91945540,,,À fournir par le client - Leroy Merlin - Réf. 91945540,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Plaque bitumée imitation tuile ONDULINE 0.4x1.07 m – Réf. 68913173,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68913173,,,À fournir par le client - Leroy Merlin - Réf. 68913173,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 1012W 60x60 – Réf. 66272136,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66272136,,,À fournir par le client - Leroy Merlin - Réf. 66272136,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 754W 30x80 – Réf. 69704131,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69704131,,,À fournir par le client - Leroy Merlin - Réf. 69704131,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 750W 70x50 – Réf. 66272031,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66272031,,,À fournir par le client - Leroy Merlin - Réf. 66272031,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 794W 60x60 – Réf. 66271933,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66271933,,,À fournir par le client - Leroy Merlin - Réf. 66271933,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 1181W 60x70 – Réf. 66272171,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66272171,,,À fournir par le client - Leroy Merlin - Réf. 66272171,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 1396W 90x60 – Réf. 66272346,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66272346,,,À fournir par le client - Leroy Merlin - Réf. 66272346,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 1718W 70x90 – Réf. 66272311,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66272311,,,À fournir par le client - Leroy Merlin - Réf. 66272311,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur eau chaude EQUATION Adapt 2024W 60x120 – Réf. 66272234,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66272234,,,À fournir par le client - Leroy Merlin - Réf. 66272234,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Corps robinet thermostatique EQUATION M1/2 M30x1.5 – Réf. 85091111,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85091111,,,À fournir par le client - Leroy Merlin - Réf. 85091111,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Kit thermostatique EQUATION M1/2 M28x1.5 – Réf. 85091129,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85091129,,,À fournir par le client - Leroy Merlin - Réf. 85091129,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Kit bitube thermostatique EQUATION 133A – Réf. 65562490,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-65562490,,,À fournir par le client - Leroy Merlin - Réf. 65562490,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Radiateur électrique EQUATION Alidea inertie fluide 1500W – Réf. 69489434,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69489434,,,À fournir par le client - Leroy Merlin - Réf. 69489434,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Récepteur radiateur électrique sans fil EQUATION – Réf. 68449955,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68449955,,,À fournir par le client - Leroy Merlin - Réf. 68449955,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Tête thermostatique connectée SOMATHERM – Réf. 82283824,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82283824,,,À fournir par le client - Leroy Merlin - Réf. 82283824,Fournitures client - Chauffage,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 27x40 mm L.4 m classe 2 – Réf. 70028063,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028063,,,À fournir par le client - Leroy Merlin - Réf. 70028063,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Lambourde sapin épicéa traité 38x63 mm L.4 m – Réf. 67006471,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006471,,,À fournir par le client - Leroy Merlin - Réf. 67006471,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Poutre pin traité raboté 70x70 mm L.3 m classe 4 – Réf. 70499625,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70499625,,,À fournir par le client - Leroy Merlin - Réf. 70499625,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin traité 75x225 mm L.3 m – Réf. 70028525,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028525,,,À fournir par le client - Leroy Merlin - Réf. 70028525,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Poutre sapin traité raboté 145x145 mm L.3 m – Réf. 70027832,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70027832,,,À fournir par le client - Leroy Merlin - Réf. 70027832,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin épicéa traité 75x225 mm L.4 m – Réf. 67012736,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67012736,,,À fournir par le client - Leroy Merlin - Réf. 67012736,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Lambourde sapin épicéa traité 38x63 mm L.3 m – Réf. 67014731,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014731,,,À fournir par le client - Leroy Merlin - Réf. 67014731,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 27x40 mm L.3 m – Réf. 70028322,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028322,,,À fournir par le client - Leroy Merlin - Réf. 70028322,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
